FILENAME	SEQ	COMPOUND_NAME	MOLECULEMASS	INSTRUMENT	IONSOURCE	EXTRACTSCAN	SMILES	INCHI	INCHIAUX	CHARGE	IONMODE	PUBMED	ACQUISITION	EXACTMASS	DATACOLLECTOR	ADDUCT	CASNUMBER	PI	LIBQUALITY	GENUS	SPECIES	INTEREST	STRAIN
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'akba  (Delta Mass:-42.01)'	0	Orbitrap	LC-ESI	17	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'ginsenoside rg3  (Delta Mass:-4.03)'	0	Orbitrap	LC-ESI	18	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'akba  (Delta Mass:-56.03)'	0	Orbitrap	LC-ESI	19	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'bardoxolone methyl  (Delta Mass:-15.97)'	0	Orbitrap	LC-ESI	20	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'iloprost  (Delta Mass:15.99)'	0	Orbitrap	LC-ESI	21	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'iloprost  (Delta Mass:-12.04)'	0	Orbitrap	LC-ESI	22	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'iloprost  (Delta Mass:1.98)'	0	Orbitrap	LC-ESI	23	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'venlafaxine (Delta Mass:-17.03)'	0	Orbitrap	LC-ESI	24	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'hexestrol (Delta Mass:12.04)'	0	Orbitrap	LC-ESI	25	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'enoxolone (Delta Mass:28.03)'	0	Orbitrap	LC-ESI	26	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'akba  (Delta Mass:-28.03)'	0	Orbitrap	LC-ESI	27	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'akba  (Delta Mass:-42.01)'	0	Orbitrap	LC-ESI	28	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'digoxin (Delta Mass:-36.02)'	0	Orbitrap	LC-ESI	29	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'akba  (Delta Mass:-27.99)'	0	Orbitrap	LC-ESI	30	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'akba  (Delta Mass:-43.99)'	0	Orbitrap	LC-ESI	31	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'akba  (Delta Mass:-60.02)'	0	Orbitrap	LC-ESI	32	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'enoxolone (Delta Mass:1.00)'	0	Orbitrap	LC-ESI	33	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'enoxolone (Delta Mass:15.99)'	0	Orbitrap	LC-ESI	34	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'enoxolone (Delta Mass:-18.01)'	0	Orbitrap	LC-ESI	35	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'carbenoxolone  (Delta Mass:-100.02)'	0	Orbitrap	LC-ESI	36	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'akba  (Delta Mass:-26.02)'	0	Orbitrap	LC-ESI	37	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'venlafaxine (Delta Mass:-17.03)'	0	Orbitrap	LC-ESI	38	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'enoxolone (Delta Mass:-18.01)'	0	Orbitrap	LC-ESI	39	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'enoxolone (Delta Mass:-20.03)'	0	Orbitrap	LC-ESI	40	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'ergocalciferol (Delta Mass:3.99)'	0	Orbitrap	LC-ESI	41	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'naltrexone (Delta Mass:1.00)'	0	Orbitrap	LC-ESI	42	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'betulinic acid (Delta Mass:-30.01)'	0	Orbitrap	LC-ESI	43	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'akba  (Delta Mass:-44.03)'	0	Orbitrap	LC-ESI	44	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'akba  (Delta Mass:-58.01)'	0	Orbitrap	LC-ESI	45	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'enoxolone (Delta Mass:1.00)'	0	Orbitrap	LC-ESI	46	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'akba  (Delta Mass:-60.02)'	0	Orbitrap	LC-ESI	47	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'akba  (Delta Mass:-44.03)'	0	Orbitrap	LC-ESI	48	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'diethyltoluamide (Delta Mass:1.00)'	0	Orbitrap	LC-ESI	49	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'akba  (Delta Mass:-44.03)'	0	Orbitrap	LC-ESI	50	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'akba  (Delta Mass:-31.99)'	0	Orbitrap	LC-ESI	51	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'enoxolone (Delta Mass:-2.02)'	0	Orbitrap	LC-ESI	52	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'akba  (Delta Mass:-42.01)'	0	Orbitrap	LC-ESI	53	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'venlafaxine (Delta Mass:-17.03)'	0	Orbitrap	LC-ESI	54	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'carbenoxolone  (Delta Mass:-100.02)'	0	Orbitrap	LC-ESI	55	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	"related spectra of 'trenbolone (Delta Mass:12.04)', 'hexestrol (Delta Mass:12.04)'"	0	Orbitrap	LC-ESI	56	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'akba  (Delta Mass:-60.02)'	0	Orbitrap	LC-ESI	57	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'akba  (Delta Mass:-42.01)'	0	Orbitrap	LC-ESI	58	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'akba  (Delta Mass:-44.03)'	0	Orbitrap	LC-ESI	59	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'akba  (Delta Mass:-26.02)'	0	Orbitrap	LC-ESI	60	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'akba  (Delta Mass:-44.03)'	0	Orbitrap	LC-ESI	61	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'akba  (Delta Mass:-12.00)'	0	Orbitrap	LC-ESI	62	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'enoxolone (Delta Mass:-2.02)'	0	Orbitrap	LC-ESI	63	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'akba  (Delta Mass:-28.03)'	0	Orbitrap	LC-ESI	64	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'artemisinin (Delta Mass:28.03)'	0	Orbitrap	LC-ESI	65	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'trenbolone (Delta Mass:12.04)'	0	Orbitrap	LC-ESI	66	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'terameprocol (Delta Mass:13.98)'	0	Orbitrap	LC-ESI	67	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'akba  (Delta Mass:-26.02)'	0	Orbitrap	LC-ESI	68	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'enoxolone (Delta Mass:2.02)'	0	Orbitrap	LC-ESI	69	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'enoxolone (Delta Mass:-2.02)'	0	Orbitrap	LC-ESI	70	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'akba  (Delta Mass:-42.01)'	0	Orbitrap	LC-ESI	71	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	"related spectra of 'enoxolone (Delta Mass:-2.02)', 'enoxolone (Delta Mass:15.99)'"	0	Orbitrap	LC-ESI	72	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'akba  (Delta Mass:-44.03)'	0	Orbitrap	LC-ESI	73	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'akba  (Delta Mass:-42.01)'	0	Orbitrap	LC-ESI	74	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'enoxolone (Delta Mass:-2.02)'	0	Orbitrap	LC-ESI	75	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'carbenoxolone  (Delta Mass:-100.02)'	0	Orbitrap	LC-ESI	76	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'akba  (Delta Mass:-42.01)'	0	Orbitrap	LC-ESI	77	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'enoxolone (Delta Mass:-36.02)'	0	Orbitrap	LC-ESI	78	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'akba  (Delta Mass:-28.03)'	0	Orbitrap	LC-ESI	79	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'enoxolone (Delta Mass:44.03)'	0	Orbitrap	LC-ESI	80	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	"related spectra of 'sotalol  (Delta Mass:1.00)', 'sotalol (chimeric precursor selection)  (Delta Mass:1.00)'"	0	Orbitrap	LC-ESI	81	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+2H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'hydroquinidine (Delta Mass:1.00)'	0	Orbitrap	LC-ESI	82	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
